lnfuture lnspot    cost
6.10479  6.10394   0.000742
6.10479  6.10394   0.000742
6.10491  6.10377   0.000742
6.10479  6.10388   0.000742
6.10446  6.10383   0.000742
6.10457  6.10377   0.000742
6.10435  6.10357   0.000742
6.10446  6.10365   0.000742
6.10479  6.10370   0.000742
6.10468  6.10363   0.000742
6.10502  6.10372   0.000742
6.10513  6.10370   0.000742
6.10502  6.10352   0.000742
6.10491  6.10370   0.000742
6.10479  6.10368   0.000742
6.10479  6.10386   0.000742
6.10502  6.10381   0.000742
6.10479  6.10379   0.000742
6.10457  6.10374   0.000742
6.10457  6.10372   0.000742
6.10457  6.10359   0.000742
6.10446  6.10345   0.000742
6.10412  6.10332   0.000742
6.10435  6.10325   0.000742
6.10457  6.10339   0.000742
6.10479  6.10339   0.000742
6.10457  6.10348   0.000742
6.10435  6.10336   0.000742
6.10435  6.10345   0.000742
6.10435  6.10350   0.000742
6.10479  6.10359   0.000742
6.10502  6.10352   0.000742
6.10524  6.10361   0.000742
6.10546  6.10392   0.000742
6.10569  6.10437   0.000742
6.10557  6.10444   0.000742
6.10569  6.10439   0.000742
6.10569  6.10432   0.000742
6.10580  6.10439   0.000742
6.10535  6.10439   0.000742
6.10535  6.10446   0.000742
6.10535  6.10450   0.000742
6.10569  6.10464   0.000742
6.10569  6.10450   0.000742
6.10569  6.10455   0.000742
6.10535  6.10459   0.000742
6.10535  6.10457   0.000742
6.10535  6.10448   0.000742
6.10546  6.10444   0.000742
6.10569  6.10446   0.000742
6.10569  6.10448   0.000742
6.10569  6.10446   0.000742
6.10546  6.10441   0.000742
6.10535  6.10453   0.000742
6.10557  6.10455   0.000742
6.10546  6.10462   0.000742
6.10513  6.10462   0.000742
6.10491  6.10468   0.000742
6.10491  6.10459   0.000742
6.10491  6.10457   0.000742
6.10468  6.10444   0.000742
6.10479  6.10441   0.000742
6.10491  6.10448   0.000742
6.10513  6.10435   0.000742
6.10513  6.10450   0.000742
6.10513  6.10441   0.000742
6.10513  6.10453   0.000742
6.10502  6.10444   0.000742
6.10479  6.10432   0.000742
6.10457  6.10441   0.000742
6.10435  6.10446   0.000742
6.10412  6.10432   0.000742
6.10379  6.10430   0.000742
6.10390  6.10412   0.000742
6.10323  6.10397   0.000742
6.10323  6.10368   0.000742
6.10345  6.10334   0.000742
6.10278  6.10330   0.000742
6.10323  6.10345   0.000742
6.10379  6.10374   0.000742
6.10334  6.10370   0.000742
6.10323  6.10359   0.000742
6.10334  6.10359   0.000742
6.10289  6.10341   0.000742
6.10278  6.10330   0.000742
6.10278  6.10319   0.000742
6.10256  6.10298   0.000742
6.10211  6.10281   0.000742
6.10222  6.10278   0.000742
6.10189  6.10281   0.000742
6.10222  6.10267   0.000742
6.10233  6.10245   0.000742
6.10256  6.10249   0.000742
6.10267  6.10249   0.000742
6.10278  6.10236   0.000742
6.10301  6.10233   0.000742
6.10312  6.10222   0.000742
6.10312  6.10227   0.000742
6.10323  6.10231   0.000742
6.10334  6.10240   0.000742
6.10334  6.10231   0.000742
6.10368  6.10247   0.000742
6.10357  6.10242   0.000742
6.10345  6.10238   0.000742
6.10323  6.10238   0.000742
6.10312  6.10245   0.000742
6.10334  6.10242   0.000742
6.10345  6.10245   0.000742
6.10357  6.10249   0.000742
6.10345  6.10236   0.000742
6.10345  6.10245   0.000742
6.10323  6.10233   0.000742
6.10312  6.10231   0.000742
6.10357  6.10222   0.000742
6.10379  6.10247   0.000742
6.10401  6.10249   0.000742
6.10424  6.10283   0.000742
6.10412  6.10285   0.000742
6.10390  6.10294   0.000742
6.10390  6.10292   0.000742
6.10412  6.10305   0.000742
6.10412  6.10303   0.000742
6.10368  6.10301   0.000742
6.10357  6.10287   0.000742
6.10390  6.10307   0.000742
6.10412  6.10310   0.000742
6.10390  6.10301   0.000742
6.10379  6.10285   0.000742
6.10446  6.10301   0.000742
6.10502  6.10343   0.000742
6.10502  6.10352   0.000742
6.10502  6.10368   0.000742
6.10468  6.10361   0.000742
6.10491  6.10363   0.000742
6.10468  6.10379   0.000742
6.10513  6.10368   0.000742
6.10524  6.10392   0.000742
6.10479  6.10388   0.000742
6.10435  6.10379   0.000742
6.10412  6.10381   0.000742
6.10401  6.10372   0.000742
6.10390  6.10365   0.000742
6.10390  6.10372   0.000742
6.10401  6.10370   0.000742
6.10401  6.10370   0.000742
6.10368  6.10365   0.000742
6.10357  6.10354   0.000742
6.10368  6.10345   0.000742
6.10379  6.10352   0.000742
6.10368  6.10345   0.000742
6.10368  6.10339   0.000742
6.10379  6.10343   0.000742
6.10379  6.10348   0.000742
6.10401  6.10336   0.000742
6.10412  6.10330   0.000742
6.10412  6.10332   0.000742
6.10412  6.10323   0.000742
6.10479  6.10339   0.000742
6.10502  6.10359   0.000742
6.10502  6.10365   0.000742
6.10524  6.10381   0.000742
6.10502  6.10388   0.000742
6.10491  6.10388   0.000742
6.10457  6.10374   0.000742
6.10446  6.10370   0.000742
6.10390  6.10357   0.000742
6.10323  6.10354   0.000742
6.10334  6.10354   0.000742
6.10256  6.10352   0.000742
6.10256  6.10336   0.000742
6.10278  6.10310   0.000742
6.10289  6.10294   0.000742
6.10312  6.10296   0.000742
6.10323  6.10305   0.000742
6.10345  6.10312   0.000742
6.10357  6.10296   0.000742
6.10379  6.10296   0.000742
6.10368  6.10292   0.000742
6.10334  6.10294   0.000742
6.10312  6.10303   0.000742
6.10233  6.10289   0.000742
6.10267  6.10289   0.000742
6.10256  6.10281   0.000742
6.10256  6.10265   0.000742
6.10222  6.10233   0.000742
6.10211  6.10216   0.000742
6.10211  6.10198   0.000742
6.10312  6.10202   0.000742
6.10278  6.10193   0.000742
6.10267  6.10182   0.000742
6.10278  6.10198   0.000742
6.10256  6.10191   0.000742
6.10289  6.10195   0.000742
6.10278  6.10182   0.000742
6.10301  6.10186   0.000742
6.10323  6.10182   0.000742
6.10401  6.10209   0.000742
6.10368  6.10209   0.000742
6.10379  6.10238   0.000742
6.10368  6.10272   0.000742
6.10334  6.10269   0.000742
6.10334  6.10258   0.000742
6.10345  6.10260   0.000742
6.10368  6.10251   0.000742
6.10379  6.10258   0.000742
6.10345  6.10242   0.000742
6.10345  6.10251   0.000742
6.10357  6.10256   0.000742
6.10345  6.10265   0.000742
6.10323  6.10256   0.000742
6.10289  6.10249   0.000742
6.10211  6.10249   0.000742
6.10233  6.10251   0.000742
6.10166  6.10242   0.000742
6.10133  6.10224   0.000742
6.10144  6.10200   0.000742
6.10077  6.10162   0.000742
6.10077  6.10133   0.000742
6.10144  6.10090   0.000742
6.10121  6.10066   0.000742
6.10121  6.10057   0.000742
6.10021  6.10036   0.000742
6.10032  6.10036   0.000742
6.10121  6.10032   0.000742
6.10155  6.10027   0.000742
6.10178  6.10043   0.000742
6.10323  6.10137   0.000742
6.10345  6.10184   0.000742
6.10345  6.10198   0.000742
6.10368  6.10207   0.000742
6.10401  6.10231   0.000742
6.10368  6.10236   0.000742
6.10301  6.10229   0.000742
6.10267  6.10231   0.000742
6.10301  6.10240   0.000742
6.10357  6.10245   0.000742
6.10323  6.10233   0.000742
6.10278  6.10207   0.000742
6.10323  6.10218   0.000742
6.10401  6.10222   0.000742
6.10457  6.10247   0.000742
6.10435  6.10263   0.000742
6.10424  6.10285   0.000742
6.10345  6.10287   0.000742
6.10323  6.10287   0.000742
6.10278  6.10285   0.000742
6.10312  6.10272   0.000742
6.10334  6.10278   0.000742
6.10312  6.10269   0.000742
6.10323  6.10276   0.000742
6.10289  6.10278   0.000742
6.10245  6.10265   0.000742
6.10278  6.10260   0.000742
6.10245  6.10247   0.000742
6.10233  6.10231   0.000742
6.10222  6.10220   0.000742
6.10256  6.10216   0.000742
6.10245  6.10198   0.000742
6.10323  6.10220   0.000742
6.10345  6.10211   0.000742
6.10334  6.10216   0.000742
6.10334  6.10218   0.000742
6.10379  6.10224   0.000742
6.10368  6.10242   0.000742
6.10301  6.10224   0.000742
6.10301  6.10224   0.000742
6.10289  6.10216   0.000742
6.10312  6.10224   0.000742
6.10345  6.10236   0.000742
6.10345  6.10220   0.000742
6.10345  6.10238   0.000742
6.10334  6.10222   0.000742
6.10368  6.10224   0.000742
6.10401  6.10222   0.000742
6.10401  6.10251   0.000742
6.10457  6.10276   0.000742
6.10412  6.10274   0.000742
6.10457  6.10274   0.000742
6.10479  6.10314   0.000742
6.10535  6.10370   0.000742
6.10557  6.10390   0.000742
6.10479  6.10424   0.000742
6.10591  6.10598   0.018831
6.10602  6.10575   0.018831
6.10569  6.10566   0.018831
6.10569  6.10571   0.018831
6.10569  6.10560   0.018831
6.10591  6.10564   0.018831
6.10524  6.10575   0.018831
6.10524  6.10562   0.018831
6.10457  6.10531   0.018831
6.10446  6.10517   0.018831
6.10491  6.10479   0.018831
6.10513  6.10473   0.018831
6.10513  6.10488   0.018831
6.10524  6.10482   0.018831
6.10502  6.10475   0.018831
6.10502  6.10470   0.018831
6.10524  6.10470   0.018831
6.10535  6.10459   0.018831
6.10535  6.10473   0.018831
6.10535  6.10499   0.018831
6.10513  6.10497   0.018831
6.10424  6.10499   0.018831
6.10412  6.10504   0.018831
6.10379  6.10488   0.018831
6.10412  6.10473   0.018831
6.10457  6.10419   0.018831
6.10524  6.10437   0.018831
6.10513  6.10444   0.018831
6.10524  6.10457   0.018831
6.10479  6.10446   0.018831
6.10457  6.10441   0.018831
6.10502  6.10450   0.018831
6.10524  6.10455   0.018831
6.10479  6.10446   0.018831
6.10502  6.10462   0.018831
6.10468  6.10453   0.018831
6.10468  6.10464   0.018831
6.10502  6.10459   0.018831
6.10513  6.10453   0.018831
6.10524  6.10444   0.018831
6.10580  6.10453   0.018831
6.10557  6.10437   0.018831
6.10602  6.10439   0.018831
6.10569  6.10432   0.018831
6.10546  6.10448   0.018831
6.10591  6.10457   0.018831
6.10613  6.10462   0.018831
6.10613  6.10477   0.018831
6.10624  6.10508   0.018831
6.10669  6.10528   0.018831
6.10636  6.10531   0.018831
6.10624  6.10562   0.018831
6.10613  6.10575   0.018831
6.10613  6.10580   0.018831
6.10624  6.10580   0.018831
6.10624  6.10586   0.018831
6.10591  6.10595   0.018831
6.10613  6.10584   0.018831
6.10636  6.10589   0.018831
6.10636  6.10593   0.018831
6.10636  6.10598   0.018831
6.10602  6.10584   0.018831
6.10569  6.10580   0.018831
6.10580  6.10593   0.018831
6.10580  6.10584   0.018831
6.10557  6.10582   0.018831
6.10546  6.10573   0.018831
6.10580  6.10582   0.018831
6.10591  6.10577   0.018831
6.10580  6.10571   0.018831
6.10613  6.10575   0.018831
6.10613  6.10586   0.018831
6.10647  6.10580   0.018831
6.10647  6.10586   0.018831
6.10658  6.10595   0.018831
6.10658  6.10593   0.018831
6.10647  6.10598   0.018831
6.10647  6.10593   0.018831
6.10647  6.10600   0.018831
6.10669  6.10604   0.018831
6.10702  6.10604   0.018831
6.10725  6.10609   0.018831
6.10725  6.10618   0.018831
6.10691  6.10642   0.018831
6.10702  6.10669   0.018831
6.10669  6.10651   0.018831
6.10658  6.10651   0.018831
6.10580  6.10658   0.018831
6.10613  6.10647   0.018831
6.10613  6.10651   0.018831
6.10580  6.10649   0.018831
6.10569  6.10647   0.018831
6.10569  6.10627   0.018831
6.10591  6.10627   0.018831
6.10602  6.10620   0.018831
6.10636  6.10629   0.018831
6.10647  6.10618   0.018831
6.10636  6.10615   0.018831
6.10647  6.10622   0.018831
6.10647  6.10624   0.018831
6.10624  6.10629   0.018831
6.10647  6.10622   0.018831
6.10647  6.10613   0.018831
6.10691  6.10629   0.018831
6.10691  6.10640   0.018831
6.10669  6.10633   0.018831
6.10647  6.10620   0.018831
6.10636  6.10622   0.018831
6.10647  6.10629   0.018831
6.10624  6.10622   0.018831
6.10647  6.10627   0.018831
6.10669  6.10613   0.018831
6.10658  6.10611   0.018831
6.10680  6.10613   0.018831
6.10669  6.10622   0.018831
6.10658  6.10624   0.018831
6.10624  6.10620   0.018831
6.10636  6.10622   0.018831
6.10636  6.10622   0.018831
6.10602  6.10604   0.018831
6.10602  6.10606   0.018831
6.10613  6.10606   0.018831
6.10636  6.10609   0.018831
6.10613  6.10606   0.018831
6.10591  6.10638   0.018831
6.10613  6.10624   0.018831
6.10591  6.10613   0.018831
6.10591  6.10609   0.018831
6.10591  6.10604   0.018831
6.10557  6.10613   0.018831
6.10580  6.10622   0.018831
6.10557  6.10613   0.018831
6.10580  6.10589   0.018831
6.10557  6.10591   0.018831
6.10569  6.10589   0.018831
6.10569  6.10598   0.018831
6.10569  6.10586   0.018831
6.10557  6.10591   0.018831
6.10557  6.10586   0.018831
6.10591  6.10584   0.018831
6.10613  6.10584   0.018831
6.10647  6.10580   0.018831
6.10624  6.10575   0.018831
6.10602  6.10573   0.018831
6.10613  6.10564   0.018831
6.10602  6.10557   0.018831
6.10591  6.10571   0.018831
6.10591  6.10571   0.018831
6.10602  6.10586   0.018831
6.10602  6.10595   0.018831
6.10569  6.10591   0.018831
6.10569  6.10593   0.018831
6.10546  6.10591   0.018831
6.10546  6.10573   0.018831
6.10569  6.10589   0.018831
6.10569  6.10586   0.018831
6.10591  6.10582   0.018831
6.10591  6.10595   0.018831
6.10613  6.10571   0.018831
6.10602  6.10573   0.018831
6.10591  6.10586   0.018831
6.10580  6.10591   0.018831
6.10591  6.10598   0.018831
6.10624  6.10589   0.018831
6.10602  6.10584   0.018831
6.10591  6.10564   0.018831
6.10613  6.10560   0.018831
6.10647  6.10560   0.018831
6.10636  6.10573   0.018831
6.10636  6.10580   0.018831
6.10636  6.10589   0.018831
6.10658  6.10586   0.018831
6.10636  6.10593   0.018831
6.10624  6.10606   0.018831
6.10636  6.10591   0.018831
6.10647  6.10589   0.018831
6.10636  6.10589   0.018831
6.10636  6.10591   0.018831
6.10636  6.10591   0.018831
6.10647  6.10606   0.018831
6.10647  6.10613   0.018831
6.10613  6.10604   0.018831
6.10591  6.10609   0.018831
6.10613  6.10609   0.018831
6.10613  6.10622   0.018831
6.10613  6.10615   0.018831
6.10613  6.10600   0.018831
6.10624  6.10613   0.018831
6.10647  6.10618   0.018831
6.10658  6.10633   0.018831
6.10613  6.10627   0.018831
6.10602  6.10627   0.018831
6.10613  6.10613   0.018831
6.10613  6.10611   0.018831
6.10624  6.10620   0.018831
6.10624  6.10618   0.018831
6.10624  6.10622   0.018831
6.10613  6.10606   0.018831
6.10602  6.10604   0.018831
6.10624  6.10609   0.018831
6.10624  6.10611   0.018831
6.10602  6.10613   0.018831
6.10613  6.10629   0.018831
6.10602  6.10613   0.018831
6.10613  6.10618   0.018831
6.10613  6.10622   0.018831
6.10602  6.10613   0.018831
6.10613  6.10622   0.018831
6.10591  6.10627   0.018831
6.10557  6.10613   0.018831
6.10557  6.10611   0.018831
6.10569  6.10600   0.018831
6.10591  6.10593   0.018831
6.10591  6.10600   0.018831
6.10580  6.10600   0.018831
6.10602  6.10591   0.018831
6.10602  6.10600   0.018831
6.10591  6.10593   0.018831
6.10602  6.10586   0.018831
6.10613  6.10595   0.018831
6.10613  6.10593   0.018831
6.10613  6.10602   0.018831
6.10624  6.10609   0.018831
6.10636  6.10611   0.018831
6.10602  6.10606   0.018831
6.10613  6.10604   0.018831
6.10613  6.10602   0.018831
6.10613  6.10589   0.018831
6.10591  6.10600   0.018831
6.10580  6.10604   0.018831
6.10557  6.10606   0.018831
6.10546  6.10609   0.018831
6.10557  6.10618   0.018831
6.10524  6.10609   0.018831
6.10546  6.10609   0.018831
6.10557  6.10591   0.018831
6.10569  6.10604   0.018831
6.10569  6.10600   0.018831
6.10591  6.10595   0.018831
6.10580  6.10577   0.018831
6.10613  6.10584   0.018831
6.10624  6.10566   0.018831
6.10602  6.10569   0.018831
6.10602  6.10577   0.018831
6.10636  6.10582   0.018831
6.10647  6.10586   0.018831
6.10613  6.10571   0.018831
6.10613  6.10575   0.018831
6.10636  6.10580   0.018831
6.10613  6.10580   0.018831
6.10602  6.10573   0.018831
6.10613  6.10562   0.018831
6.10624  6.10555   0.018831
6.10658  6.10557   0.018831
6.10658  6.10551   0.018831
6.10691  6.10557   0.018831
6.10725  6.10564   0.018831
6.10725  6.10582   0.018831
6.10725  6.10593   0.018831
6.10747  6.10611   0.018831
6.10747  6.10611   0.018831
6.10702  6.10627   0.018831
6.10691  6.10636   0.018831
6.10669  6.10629   0.018831
6.10680  6.10642   0.018831
6.10680  6.10636   0.018831
6.10658  6.10638   0.018831
6.10647  6.10644   0.018831
6.10658  6.10638   0.018831
6.10669  6.10636   0.018831
6.10669  6.10633   0.018831
6.10680  6.10633   0.018831
6.10669  6.10627   0.018831
6.10702  6.10642   0.018831
6.10713  6.10644   0.018831
6.10702  6.10644   0.018831
6.10680  6.10644   0.018831
6.10658  6.10647   0.018831
6.10591  6.10651   0.018831
6.10591  6.10651   0.018831
6.10613  6.10649   0.018831
6.10624  6.10642   0.018831
6.10602  6.10636   0.018831
6.10613  6.10624   0.018831
6.10647  6.10627   0.018831
6.10636  6.10615   0.018831
6.10624  6.10606   0.018831
6.10636  6.10598   0.018831
6.10613  6.10595   0.018831
6.10613  6.10606   0.018831
6.10636  6.10595   0.018831
6.10636  6.10586   0.018831
6.10680  6.10589   0.018831
6.10702  6.10586   0.018831
6.10702  6.10595   0.018831
6.10680  6.10598   0.018831
6.10658  6.10589   0.018831
6.10569  6.10593   0.018831
6.10546  6.10600   0.018831
6.10569  6.10598   0.018831
6.10580  6.10602   0.018831
6.10569  6.10602   0.018831
6.10613  6.10586   0.018831
6.10636  6.10580   0.018831
6.10613  6.10575   0.018831
6.10591  6.10575   0.018831
6.10546  6.10584   0.018831
6.10535  6.10589   0.018831
6.10524  6.10582   0.018831
6.10546  6.10575   0.018831
6.10591  6.10573   0.018831
6.10613  6.10577   0.018831
6.10624  6.10575   0.018831
6.10647  6.10571   0.018831
6.10658  6.10566   0.018831
6.10613  6.10571   0.018831
6.10557  6.10560   0.018831
6.10524  6.10566   0.018831
6.10513  6.10542   0.018831
6.10502  6.10544   0.018831
6.10491  6.10542   0.018831
6.10468  6.10540   0.018831
6.10435  6.10531   0.018831
6.10457  6.10524   0.018831
6.10446  6.10497   0.018831
6.10479  6.10495   0.018831
6.10524  6.10499   0.018831
6.10535  6.10506   0.018831
6.10502  6.10508   0.018831
6.10524  6.10508   0.018831
6.10580  6.10508   0.018831
6.10580  6.10497   0.018831
6.10591  6.10511   0.018831
6.10546  6.10502   0.018831
6.10546  6.10506   0.018831
6.10557  6.10520   0.018831
6.10580  6.10531   0.018831
6.10580  6.10520   0.018831
6.10546  6.10522   0.018831
6.10491  6.10522   0.018831
6.10524  6.10515   0.018831
6.10546  6.10526   0.018831
6.10535  6.10520   0.018831
6.10524  6.10513   0.018831
6.10535  6.10513   0.018831
6.10513  6.10506   0.018831
6.10535  6.10504   0.018831
6.10591  6.10511   0.018831
6.10636  6.10513   0.018831
6.10636  6.10524   0.018831
6.10613  6.10531   0.018831
6.10602  6.10531   0.018831
6.10569  6.10551   0.018831
6.10624  6.10555   0.018831
6.10636  6.10557   0.018831
6.10613  6.10548   0.018831
6.10591  6.10562   0.018831
6.10569  6.10564   0.018831
6.10569  6.10562   0.018831
6.10613  6.10569   0.018831
6.10647  6.10571   0.018831
6.10613  6.10582   0.018831
6.10613  6.10575   0.018831
6.10613  6.10582   0.018831
6.10613  6.10593   0.018831
6.10624  6.10591   0.018831
6.10636  6.10580   0.018831
6.10658  6.10598   0.018831
6.10636  6.10593   0.018831
6.10613  6.10591   0.018831
6.10569  6.10589   0.018831
6.10591  6.10602   0.018831
6.10591  6.10609   0.018831
6.10636  6.10615   0.018831
6.10580  6.10611   0.018831
6.10569  6.10602   0.018831
6.10602  6.10606   0.018831
6.10613  6.10611   0.018831
6.10624  6.10618   0.018831
6.10791  6.10845   0.012374
6.10803  6.10874   0.012374
6.10747  6.10854   0.012374
6.10758  6.10827   0.012374
6.10758  6.10805   0.012374
6.10803  6.10822   0.012374
6.10791  6.10798   0.012374
6.10780  6.10791   0.012374
6.10758  6.10794   0.012374
6.10758  6.10785   0.012374
6.10791  6.10791   0.012374
6.10791  6.10791   0.012374
6.10769  6.10789   0.012374
6.10791  6.10794   0.012374
6.10769  6.10794   0.012374
6.10769  6.10785   0.012374
6.10814  6.10791   0.012374
6.10791  6.10789   0.012374
6.10791  6.10809   0.012374
6.10769  6.10800   0.012374
6.10769  6.10809   0.012374
6.10769  6.10800   0.012374
6.10747  6.10803   0.012374
6.10780  6.10807   0.012374
6.10780  6.10798   0.012374
6.10780  6.10805   0.012374
6.10791  6.10798   0.012374
6.10758  6.10791   0.012374
6.10791  6.10798   0.012374
6.10780  6.10800   0.012374
6.10791  6.10803   0.012374
6.10758  6.10807   0.012374
6.10769  6.10796   0.012374
6.10814  6.10791   0.012374
6.10803  6.10794   0.012374
6.10791  6.10796   0.012374
6.10769  6.10803   0.012374
6.10803  6.10814   0.012374
6.10814  6.10800   0.012374
6.10814  6.10816   0.012374
6.10791  6.10816   0.012374
6.10803  6.10814   0.012374
6.10814  6.10825   0.012374
6.10814  6.10840   0.012374
6.10791  6.10843   0.012374
6.10791  6.10834   0.012374
6.10858  6.10840   0.012374
6.10836  6.10856   0.012374
6.10803  6.10865   0.012374
6.10791  6.10883   0.012374
6.10803  6.10878   0.012374
6.10780  6.10869   0.012374
6.10791  6.10858   0.012374
6.10803  6.10843   0.012374
6.10803  6.10851   0.012374
6.10791  6.10854   0.012374
6.10814  6.10845   0.012374
6.10803  6.10862   0.012374
6.10814  6.10860   0.012374
6.10814  6.10849   0.012374
6.10814  6.10849   0.012374
6.10814  6.10840   0.012374
6.10803  6.10843   0.012374
6.10803  6.10843   0.012374
6.10803  6.10845   0.012374
6.10814  6.10862   0.012374
6.10791  6.10856   0.012374
6.10814  6.10858   0.012374
6.10803  6.10854   0.012374
6.10780  6.10851   0.012374
6.10803  6.10843   0.012374
6.10791  6.10836   0.012374
6.10791  6.10840   0.012374
6.10791  6.10847   0.012374
6.10791  6.10845   0.012374
6.10791  6.10849   0.012374
6.10769  6.10845   0.012374
6.10791  6.10847   0.012374
6.10791  6.10836   0.012374
6.10780  6.10831   0.012374
6.10791  6.10827   0.012374
6.10803  6.10820   0.012374
6.10780  6.10803   0.012374
6.10803  6.10805   0.012374
6.10803  6.10807   0.012374
6.10803  6.10807   0.012374
6.10803  6.10803   0.012374
6.10791  6.10805   0.012374
6.10814  6.10805   0.012374
6.10803  6.10814   0.012374
6.10814  6.10822   0.012374
6.10814  6.10840   0.012374
6.10814  6.10829   0.012374
6.10825  6.10840   0.012374
6.10858  6.10849   0.012374
6.10858  6.10845   0.012374
6.10869  6.10849   0.012374
6.10858  6.10858   0.012374
6.10858  6.10862   0.012374
6.10847  6.10867   0.012374
6.10869  6.10883   0.012374
6.10858  6.10874   0.012374
6.10858  6.10891   0.012374
6.10847  6.10876   0.012374
6.10847  6.10887   0.012374
6.10825  6.10894   0.012374
6.10836  6.10896   0.012374
6.10847  6.10898   0.012374
6.10858  6.10900   0.012374
6.10880  6.10896   0.012374
6.10891  6.10889   0.012374
6.10936  6.10896   0.012374
6.10980  6.10916   0.012374
6.10947  6.10931   0.012374
6.10925  6.10943   0.012374
6.10914  6.10960   0.012374
6.10914  6.10956   0.012374
6.10880  6.10951   0.012374
6.10858  6.10943   0.012374
6.10836  6.10931   0.012374
6.10825  6.10918   0.012374
6.10847  6.10903   0.012374
6.10847  6.10898   0.012374
6.10814  6.10885   0.012374
6.10814  6.10894   0.012374
6.10814  6.10878   0.012374
6.10814  6.10854   0.012374
6.10858  6.10869   0.012374
6.10858  6.10865   0.012374
6.10847  6.10862   0.012374
6.10836  6.10867   0.012374
6.10825  6.10851   0.012374
6.10836  6.10849   0.012374
6.10847  6.10849   0.012374
6.10847  6.10856   0.012374
6.10858  6.10865   0.012374
6.10858  6.10867   0.012374
6.10836  6.10858   0.012374
6.10836  6.10869   0.012374
6.10836  6.10858   0.012374
6.10847  6.10874   0.012374
6.10858  6.10876   0.012374
6.10858  6.10874   0.012374
6.10858  6.10874   0.012374
6.10858  6.10876   0.012374
6.10869  6.10878   0.012374
6.10858  6.10887   0.012374
6.10869  6.10885   0.012374
6.10858  6.10883   0.012374
6.10847  6.10876   0.012374
6.10847  6.10865   0.012374
6.10847  6.10871   0.012374
6.10836  6.10867   0.012374
6.10825  6.10860   0.012374
6.10814  6.10851   0.012374
6.10803  6.10856   0.012374
6.10791  6.10858   0.012374
6.10791  6.10845   0.012374
6.10803  6.10856   0.012374
6.10803  6.10862   0.012374
6.10803  6.10885   0.012374
6.10791  6.10867   0.012374
6.10769  6.10849   0.012374
6.10780  6.10849   0.012374
6.10769  6.10860   0.012374
6.10736  6.10856   0.012374
6.10702  6.10831   0.012374
6.10725  6.10791   0.012374
6.10725  6.10789   0.012374
6.10702  6.10787   0.012374
6.10725  6.10767   0.012374
6.10736  6.10767   0.012374
6.10725  6.10758   0.012374
6.10769  6.10747   0.012374
6.10769  6.10762   0.012374
6.10736  6.10756   0.012374
6.10736  6.10753   0.012374
6.10736  6.10758   0.012374
6.10736  6.10762   0.012374
6.10758  6.10758   0.012374
6.10758  6.10771   0.012374
6.10736  6.10767   0.012374
6.10769  6.10774   0.012374
6.10769  6.10767   0.012374
6.10769  6.10767   0.012374
6.10769  6.10771   0.012374
6.10758  6.10774   0.012374
6.10736  6.10758   0.012374
6.10747  6.10765   0.012374
6.10747  6.10767   0.012374
6.10780  6.10776   0.012374
6.10758  6.10782   0.012374
6.10769  6.10789   0.012374
6.10747  6.10780   0.012374
6.10747  6.10774   0.012374
6.10747  6.10778   0.012374
6.10758  6.10780   0.012374
6.10758  6.10787   0.012374
6.10769  6.10798   0.012374
6.10758  6.10794   0.012374
6.10769  6.10807   0.012374
6.10780  6.10811   0.012374
6.10758  6.10800   0.012374
6.10769  6.10822   0.012374
6.10769  6.10820   0.012374
6.10747  6.10827   0.012374
6.10769  6.10822   0.012374
6.10780  6.10827   0.012374
6.10780  6.10829   0.012374
6.10791  6.10825   0.012374
6.10780  6.10831   0.012374
6.10780  6.10820   0.012374
6.10780  6.10829   0.012374
6.10836  6.10843   0.012374
6.10814  6.10834   0.012374
6.10825  6.10834   0.012374
6.10836  6.10840   0.012374
6.10791  6.10829   0.012374
6.10814  6.10827   0.012374
6.10825  6.10843   0.012374
6.10814  6.10851   0.012374
6.10780  6.10849   0.012374
6.10758  6.10851   0.012374
6.10758  6.10851   0.012374
6.10769  6.10849   0.012374
6.10780  6.10856   0.012374
6.10780  6.10862   0.012374
6.10780  6.10867   0.012374
6.10791  6.10876   0.012374
6.10791  6.10876   0.012374
6.10791  6.10869   0.012374
6.10814  6.10865   0.012374
6.10825  6.10867   0.012374
6.10836  6.10867   0.012374
6.10836  6.10871   0.012374
6.10836  6.10874   0.012374
6.10836  6.10869   0.012374
6.10836  6.10878   0.012374
6.10847  6.10876   0.012374
6.10847  6.10874   0.012374
6.10847  6.10867   0.012374
6.10847  6.10874   0.012374
6.10847  6.10874   0.012374
6.10836  6.10874   0.012374
6.10836  6.10874   0.012374
6.10858  6.10883   0.012374
6.10858  6.10883   0.012374
6.10858  6.10871   0.012374
6.10858  6.10883   0.012374
6.10858  6.10887   0.012374
6.10847  6.10894   0.012374
6.10903  6.10889   0.012374
6.10936  6.10896   0.012374
6.10903  6.10894   0.012374
6.10891  6.10909   0.012374
6.10858  6.10911   0.012374
6.10903  6.10903   0.012374
6.10880  6.10905   0.012374
6.10825  6.10891   0.012374
6.10803  6.10887   0.012374
6.10825  6.10869   0.012374
6.10869  6.10871   0.012374
6.10880  6.10876   0.012374
6.10869  6.10869   0.012374
6.10825  6.10874   0.012374
6.10836  6.10874   0.012374
6.10814  6.10887   0.012374
6.10814  6.10883   0.012374
6.10858  6.10883   0.012374
6.10869  6.10889   0.012374
6.10858  6.10874   0.012374
